Frame,radarX,radarY,RX,RY,RX,RY,RX,RY,RX,RY,RX,RY
288,54.7201,1285.95,-587.658,2599.35,-792.714,3764.15,-899.281,4838.57,-932.173,5927.98,-1009.11,7099.26
289,55.0689,1291.14,-587.767,2599.29,-792.853,3764.11,-899.861,4838.37,-932.275,5927.97,-1009.12,7099.28
290,55.4629,1296.56,-587.859,2599.27,-792.905,3764.11,-899.57,4838.55,-932.397,5928.01,-1009.15,7099.3
291,55.3906,1301.68,-587.835,2599.32,-792.859,3764.12,-899.668,4838.59,-932.428,5928.02,-1009.14,7099.31
292,54.9232,1306.87,-587.732,2599.4,-792.732,3764.14,-899.515,4838.57,-932.324,5927.99,-1009.12,7099.32
293,55.14,1311.77,-587.632,2599.45,-792.631,3764.13,-899.262,4838.49,-932.169,5927.89,-1009.09,7099.32
294,54.9973,1316.94,-587.605,2599.45,-792.631,3764.12,-899.149,4838.46,-932.09,5927.87,-1009.11,7099.35
295,55.2669,1321.17,-587.662,2599.39,-792.698,3764.13,-899.241,4838.55,-932.134,5927.94,-1009.14,7099.39
296,54.9679,1325.99,-587.741,2599.35,-792.767,3764.12,-899.422,4838.63,-932.257,5928.04,-1009.19,7099.41
297,54.8042,1331.05,-587.762,2599.34,-792.783,3764.1,-899.549,4838.61,-932.348,5928.05,-1009.19,7099.47
298,54.7977,1336.28,-587.733,2599.37,-792.78,3764.05,-899.457,4838.5,-932.33,5927.96,-1009.19,7099.42
299,55.2903,1341.59,-587.676,2599.42,-792.758,3764.04,-899.392,4838.4,-932.274,5927.87,-1009.16,7099.38
300,55.4192,1346.42,-587.651,2599.45,-792.725,3764.07,-899.322,4838.44,-932.226,5927.9,-1009.13,7099.35
301,55.2758,1350.93,-587.683,2599.43,-792.714,3764.14,-899.415,4838.56,-932.249,5928.01,-1009.11,7099.4
302,55.4827,1355.85,-587.736,2599.4,-792.704,3764.17,-899.468,4838.69,-932.268,5928.12,-1009.12,7099.42
303,55.9132,1360.57,-587.725,2599.38,-792.699,3764.15,-899.443,4838.65,-932.269,5928.13,-1009.12,7099.43
304,56.1925,1365.48,-587.678,2599.38,-792.674,3764.11,-899.28,4838.5,-932.129,5927.95,-1009.12,7099.39
305,56.5636,1370.37,-587.658,2599.4,-792.636,3764.05,-899.199,4838.38,-932.1,5927.88,-1009.09,7099.34
306,56.4559,1375.3,-587.67,2599.41,-792.646,3764.02,-899.713,4838.26,-932.175,5927.88,-1009.07,7099.26
307,55.9334,1380.8,-587.721,2599.41,-792.685,3764.05,-899.691,4838.39,-932.275,5927.96,-1009.08,7099.24
308,56.274,1385.75,-587.76,2599.39,-792.731,3764.11,-899.509,4838.57,-932.31,5928,-1009.16,7099.29
309,56.4802,1389.77,-587.74,2599.37,-792.758,3764.17,-899.819,4838.47,-932.238,5928.01,-1009.23,7099.37
310,56.3607,1394.88,-587.702,2599.33,-792.764,3764.17,-899.256,4838.59,-932.155,5927.96,-1009.23,7099.37
311,56.2937,1399.68,-587.682,2599.33,-792.762,3764.14,-899.725,4838.43,-932.184,5927.97,-1009.17,7099.33
312,56.1673,1404.97,-587.732,2599.33,-792.751,3764.09,-899.499,4838.59,-932.303,5928.02,-1009.14,7099.27
313,56.4174,1409.14,-587.273,2599.69,-792.752,3764.07,-899.564,4838.62,-932.387,5928.05,-1009.12,7099.31
314,56.2788,1413.58,-587.291,2599.73,-792.739,3764.08,-899.94,4838.4,-932.348,5927.99,-1009.14,7099.37
315,56.4922,1418.34,-587.696,2599.45,-792.758,3764.11,-899.411,4838.39,-932.229,5927.87,-1009.15,7099.43
316,57.2073,1423.46,-587.685,2599.45,-792.75,3764.12,-899.222,4838.44,-932.188,5927.86,-1009.14,7099.47
317,57.0546,1427.78,-587.722,2599.43,-792.761,3764.12,-899.588,4838.44,-932.203,5927.96,-1009.13,7099.46
318,57.0532,1432.56,-587.754,2599.4,-792.729,3764.09,-899.459,4838.62,-932.262,5928.05,-1009.08,7099.41
319,57.313,1437.55,-587.73,2599.41,-792.704,3764.09,-899.45,4838.58,-932.257,5928.05,-1009.09,7099.33
320,57.6089,1442.57,-587.643,2599.42,-792.681,3764.11,-899.336,4838.41,-932.186,5927.92,-1009.16,7099.31
321,58.1821,1448.1,-587.608,2599.42,-792.715,3764.15,-899.21,4838.31,-932.131,5927.82,-1009.23,7099.33
322,57.6958,1452.64,-587.646,2599.4,-792.757,3764.14,-899.366,4838.4,-932.247,5927.9,-1009.24,7099.33
323,57.2706,1457.45,-587.762,2599.35,-792.792,3764.1,-899.547,4838.62,-932.331,5928.06,-1009.19,7099.34
324,56.9729,1462.3,-587.81,2599.33,-792.789,3764.1,-899.62,4838.71,-932.353,5928.15,-1009.13,7099.33
325,57.5493,1467.51,-587.769,2599.35,-792.753,3764.11,-899.462,4838.64,-932.24,5928.08,-1009.11,7099.29
326,57.8381,1472.19,-587.669,2599.39,-792.707,3764.14,-899.656,4838.36,-932.111,5927.94,-1009.11,7099.3
327,58.2337,1477.03,-587.631,2599.41,-792.669,3764.13,-899.185,4838.4,-932.09,5927.85,-1009.09,7099.27
328,57.7531,1481.61,-587.691,2599.4,-792.693,3764.11,-899.398,4838.47,-932.212,5927.93,-1009.15,7099.26
329,57.9428,1486.81,-587.784,2599.4,-792.749,3764.07,-899.544,4838.56,-932.338,5928.01,-1009.17,7099.27
330,57.8939,1491.18,-587.799,2599.37,-792.795,3764.06,-899.512,4838.55,-932.332,5927.98,-1009.18,7099.31
331,58.2236,1496.4,-587.713,2599.39,-792.794,3764.12,-899.264,4838.48,-932.191,5927.88,-1009.16,7099.37
332,58.7829,1501.08,-587.646,2599.43,-792.748,3764.21,-899.615,4838.34,-932.096,5927.88,-1009.13,7099.43
333,58.8318,1506.17,-587.62,2599.45,-792.671,3764.28,-899.259,4838.62,-932.165,5928.02,-1009.1,7099.47
334,85.2469,1512.39,-587.197,2599.73,-792.64,3764.22,-899.461,4838.72,-932.288,5928.11,-1009.1,7099.43
335,85.1803,1517.19,-587.246,2599.66,-792.712,3764.07,-899.593,4838.65,-932.381,5928.09,-1009.12,7099.35
336,85.4886,1522.27,-587.307,2599.6,-792.805,3763.98,-899.933,4838.31,-932.331,5927.95,-1009.16,7099.31
337,60.2922,1525.39,-587.744,2599.31,-792.839,3763.97,-899.376,4838.3,-932.239,5927.83,-1009.18,7099.31
338,60.1766,1530.42,-587.743,2599.37,-792.797,3764.05,-899.399,4838.35,-932.194,5927.87,-1009.19,7099.36
339,60.7253,1535.86,-587.754,2599.43,-792.697,3764.16,-899.354,4838.58,-932.246,5928.03,-1009.16,7099.39
340,59.0965,1538.2,-587.26,2599.79,-792.607,3764.22,-899.42,4838.7,-932.281,5928.14,-1009.12,7099.39
341,58.5066,1542.65,-587.235,2599.78,-792.575,3764.18,-899.313,4838.58,-932.202,5928.04,-1009.09,7099.33
342,59.005,1547.44,-587.637,2599.41,-792.658,3764.1,-899.164,4838.43,-932.102,5927.87,-1009.1,7099.22
343,60.6415,1553.54,-587.68,2599.36,-792.773,3764.04,-899.447,4838.27,-932.144,5927.79,-1009.17,7099.17
344,59.9425,1557.69,-587.763,2599.33,-792.842,3764.05,-899.392,4838.45,-932.326,5927.91,-1009.24,7099.23
345,59.362,1561.87,-587.794,2599.34,-792.822,3764.11,-899.568,4838.6,-932.388,5928.03,-1009.2,7099.33
346,59.6179,1566.81,-587.281,2599.67,-792.763,3764.15,-899.552,4838.65,-932.321,5928.07,-1009.12,7099.36
347,59.746,1571.64,-587.244,2599.67,-792.674,3764.14,-899.319,4838.59,-932.178,5928.01,-1009.03,7099.37
348,60.6134,1576.98,-587.617,2599.37,-792.647,3764.11,-899.199,4838.55,-932.099,5927.95,-1009.02,7099.31
349,60.863,1581.99,-587.7,2599.34,-792.695,3764.07,-899.332,4838.55,-932.191,5927.96,-1009.09,7099.28
350,60.4829,1586.08,-587.796,2599.35,-792.791,3764.1,-899.923,4838.45,-932.317,5928.01,-1009.22,7099.27
351,60.9354,1593,-587.804,2599.38,-792.837,3764.14,-899.796,4838.47,-932.402,5928.01,-1009.29,7099.33
352,60.5793,1597.25,-587.71,2599.42,-792.788,3764.17,-899.362,4838.45,-932.242,5927.88,-1009.28,7099.36
353,60.6194,1602.24,-587.643,2599.44,-792.687,3764.16,-899.174,4838.4,-932.127,5927.84,-1009.19,7099.41
354,60.384,1606.93,-587.619,2599.43,-792.623,3764.12,-899.224,4838.45,-932.164,5927.91,-1009.09,7099.38
355,59.9101,1610.59,-587.688,2599.41,-792.585,3764.11,-899.416,4838.62,-932.22,5928.07,-1009.08,7099.4
356,59.7547,1615.48,-587.736,2599.39,-792.635,3764.15,-899.545,4838.74,-932.302,5928.17,-1009.09,7099.39
357,60.1636,1620.46,-587.73,2599.4,-792.701,3764.19,-899.52,4838.68,-932.278,5928.12,-1009.14,7099.39
358,60.774,1625.09,-587.715,2599.35,-792.796,3764.13,-899.333,4838.49,-932.229,5927.95,-1009.17,7099.34
359,61.0639,1630.16,-587.712,2599.32,-792.848,3764.04,-899.378,4838.35,-932.235,5927.85,-1009.15,7099.29
360,61.0589,1634.87,-587.75,2599.31,-792.822,3763.97,-899.428,4838.42,-932.315,5927.9,-1009.12,7099.27
361,61.6165,1640.05,-587.738,2599.35,-792.718,3764.02,-899.945,4838.42,-932.346,5928.02,-1009.07,7099.25
362,62.0264,1645.18,-587.674,2599.42,-792.602,3764.15,-899.415,4838.66,-932.251,5928.07,-1009.08,7099.32
363,62.3803,1650.19,-587.611,2599.47,-792.584,3764.27,-899.636,4838.45,-932.096,5927.97,-1009.15,7099.35
364,62.976,1655.35,-587.618,2599.46,-792.706,3764.3,-899.157,4838.45,-932.035,5927.86,-1009.23,7099.38
365,62.5901,1659.52,-587.719,2599.39,-792.863,3764.17,-899.678,4838.3,-932.151,5927.84,-1009.25,7099.32
366,62.1337,1664.36,-587.832,2599.3,-792.911,3764,-899.542,4838.48,-932.368,5927.94,-1009.19,7099.25
367,62.2683,1669.52,-587.367,2599.58,-792.889,3763.93,-899.688,4838.53,-932.468,5928.01,-1009.15,7099.22
368,61.9756,1673.94,-587.302,2599.66,-792.75,3763.98,-899.548,4838.54,-932.378,5927.99,-1009.12,7099.28
369,61.6321,1679.1,-587.618,2599.44,-792.637,3764.14,-899.325,4838.54,-932.187,5927.94,-1009.12,7099.35
370,62.3214,1684.13,-587.582,2599.46,-792.586,3764.27,-899.405,4838.55,-932.061,5927.99,-1009.11,7099.45
371,62.1023,1688.83,-587.624,2599.42,-792.629,3764.27,-899.296,4838.71,-932.166,5928.13,-1009.12,7099.41
372,62.3316,1693.99,-587.723,2599.34,-792.712,3764.16,-899.471,4838.77,-932.301,5928.17,-1009.15,7099.35
373,62.0505,1698.18,-587.78,2599.29,-792.764,3764.02,-899.518,4838.58,-932.329,5928.06,-1009.13,7099.3
374,62.516,1703.22,-587.729,2599.33,-792.795,3763.98,-899.827,4838.19,-932.263,5927.87,-1009.17,7099.29
375,63.4929,1708.6,-587.66,2599.4,-792.725,3764.06,-899.237,4838.22,-932.163,5927.76,-1009.14,7099.3
376,63.4834,1712.9,-587.634,2599.47,-792.65,3764.16,-899.484,4838.29,-932.172,5927.86,-1009.11,7099.35
377,62.686,1717.76,-587.701,2599.48,-792.637,3764.2,-899.374,4838.64,-932.283,5928.09,-1009.13,7099.38
378,62.6231,1722.54,-587.812,2599.4,-792.704,3764.15,-899.524,4838.76,-932.35,5928.18,-1009.17,7099.36
379,62.8924,1727.25,-587.817,2599.35,-792.761,3764.06,-899.493,4838.68,-932.307,5928.11,-1009.21,7099.36
380,63.9097,1732.74,-587.754,2599.34,-792.759,3764.06,-899.39,4838.48,-932.193,5927.95,-1009.17,7099.33
381,63.3139,1737.03,-587.663,2599.4,-792.723,3764.11,-899.265,4838.47,-932.173,5927.89,-1009.14,7099.32
382,63.0316,1741.73,-587.657,2599.43,-792.683,3764.13,-899.408,4838.52,-932.258,5927.96,-1009.09,7099.29
383,62.6907,1746.18,-587.703,2599.43,-792.691,3764.13,-899.486,4838.63,-932.353,5928.03,-1009.06,7099.29
384,62.6529,1750.75,-587.72,2599.37,-792.763,3764.1,-899.543,4838.57,-932.325,5928,-1009.13,7099.27
385,62.706,1755.57,-587.712,2599.32,-792.796,3764.08,-899.524,4838.4,-932.191,5927.89,-1009.17,7099.31
386,62.9911,1760.82,-587.705,2599.32,-792.807,3764.11,-899.233,4838.39,-932.104,5927.85,-1009.19,7099.36
387,63.0809,1766.05,-587.713,2599.35,-792.811,3764.15,-899.297,4838.49,-932.171,5927.9,-1009.15,7099.36
388,62.6034,1770.72,-587.772,2599.4,-792.773,3764.16,-899.482,4838.59,-932.295,5928.02,-1009.12,7099.35
389,62.3779,1775.31,-587.775,2599.44,-792.726,3764.1,-899.536,4838.57,-932.331,5928.04,-1009.09,7099.31
390,62.2813,1779.83,-587.715,2599.44,-792.684,3764.05,-899.422,4838.46,-932.256,5927.96,-1009.1,7099.27
391,62.6855,1784.74,-587.672,2599.41,-792.696,3764.06,-899.301,4838.41,-932.171,5927.91,-1009.17,7099.3
392,62.9354,1789.86,-587.706,2599.37,-792.687,3764.12,-899.333,4838.56,-932.187,5928.01,-1009.24,7099.36
393,62.8672,1794.87,-587.77,2599.37,-792.683,3764.21,-899.926,4838.61,-932.272,5928.17,-1009.29,7099.41
394,62.9443,1799.47,-587.265,2599.68,-792.646,3764.22,-899.503,4838.8,-932.279,5928.19,-1009.23,7099.38
395,63.0094,1804.86,-587.235,2599.69,-792.637,3764.19,-899.343,4838.62,-932.213,5928.04,-1009.14,7099.34
396,63.3573,1809.76,-587.605,2599.4,-792.695,3764.08,-899.181,4838.33,-932.103,5927.81,-1009.1,7099.32
397,63.412,1814.43,-587.629,2599.36,-792.749,3763.98,-899.227,4838.2,-932.154,5927.73,-1009.09,7099.3
398,63.3977,1819.48,-587.747,2599.33,-792.787,3763.96,-899.466,4838.35,-932.294,5927.89,-1009.16,7099.36
399,62.8936,1824.33,-587.846,2599.33,-792.779,3764.04,-899.646,4838.57,-932.409,5928.07,-1009.2,7099.39
400,48.3428,1835.57,-587.824,2599.38,-792.769,3764.16,-899.477,4838.67,-932.307,5928.08,-1009.2,7099.39
401,48.0706,1840.63,-587.7,2599.41,-792.72,3764.22,-899.698,4838.43,-932.155,5927.96,-1009.14,7099.33
402,47.6512,1845.71,-587.631,2599.42,-792.705,3764.2,-899.143,4838.51,-932.102,5927.87,-1009.09,7099.29
403,65.1128,1843.64,-587.696,2599.4,-792.71,3764.12,-899.361,4838.53,-932.213,5927.93,-1009.09,7099.27
404,64.901,1848.26,-587.782,2599.37,-792.745,3764.05,-900.003,4838.46,-932.393,5928.04,-1009.18,7099.32
405,64.9368,1852.94,-587.805,2599.35,-792.796,3764.06,-899.576,4838.6,-932.478,5928.08,-1009.24,7099.35
406,65.3667,1857.86,-587.736,2599.35,-792.804,3764.11,-899.687,4838.39,-932.288,5927.94,-1009.25,7099.36
407,65.7892,1862.7,-587.652,2599.38,-792.781,3764.2,-899.24,4838.42,-932.159,5927.9,-1009.21,7099.33
408,65.894,1867.59,-587.653,2599.4,-792.737,3764.22,-899.239,4838.51,-932.095,5927.94,-1009.13,7099.32
409,65.8552,1872.38,-587.709,2599.39,-792.694,3764.17,-899.594,4838.58,-932.195,5928.06,-1009.05,7099.31
410,65.9045,1877.26,-587.757,2599.39,-792.682,3764.1,-899.712,4838.59,-932.275,5928.08,-1009.06,7099.33
411,66.1978,1882.16,-587.733,2599.37,-792.711,3764.05,-899.398,4838.49,-932.245,5927.97,-1009.12,7099.32
412,66.5249,1886.95,-587.674,2599.39,-792.748,3764.07,-899.322,4838.34,-932.174,5927.87,-1009.21,7099.33
413,66.3567,1891.38,-587.682,2599.39,-792.743,3764.11,-899.246,4838.38,-932.166,5927.88,-1009.25,7099.3
414,65.9358,1895.45,-587.742,2599.41,-792.726,3764.16,-899.856,4838.42,-932.262,5928.03,-1009.21,7099.29
415,65.3605,1899.28,-587.329,2599.7,-792.732,3764.17,-899.549,4838.72,-932.352,5928.12,-1009.17,7099.33
416,65.1899,1903.19,-587.319,2599.67,-792.755,3764.15,-899.593,4838.65,-932.342,5928.09,-1009.12,7099.41
417,65.5673,1906.94,-587.708,2599.36,-792.787,3764.11,-899.369,4838.51,-932.254,5927.94,-1009.08,7099.46
418,65.9694,1909.73,-587.651,2599.36,-792.754,3764.1,-899.286,4838.31,-932.172,5927.82,-1009.09,7099.46
419,66.2996,1911.83,-587.652,2599.41,-792.723,3764.12,-899.288,4838.47,-932.226,5927.9,-1009.1,7099.42
420,66.5832,1913.37,-587.669,2599.42,-792.663,3764.13,-899.419,4838.57,-932.284,5928.02,-1009.11,7099.39
421,67.0233,1914.49,-587.696,2599.38,-792.666,3764.12,-899.376,4838.6,-932.257,5928.02,-1009.11,7099.31
422,67.5727,1915.25,-587.729,2599.36,-792.74,3764.09,-899.324,4838.52,-932.211,5927.95,-1009.1,7099.31
423,67.9101,1915.54,-587.77,2599.36,-792.81,3764.08,-899.369,4838.4,-932.221,5927.87,-1009.13,7099.37
424,67.755,1915.54,-587.797,2599.38,-792.826,3764.09,-899.4,4838.45,-932.26,5927.91,-1009.11,7099.42
425,67.2162,1915.11,-587.791,2599.42,-792.769,3764.1,-899.53,4838.56,-932.311,5928,-1009.11,7099.36
426,66.8234,1914.44,-587.753,2599.43,-792.685,3764.13,-899.479,4838.66,-932.294,5928.07,-1009.07,7099.3
427,66.6667,1913.83,-587.673,2599.43,-792.622,3764.16,-899.379,4838.65,-932.191,5928.06,-1009.11,7099.26
428,66.7048,1913.29,-587.62,2599.39,-792.633,3764.16,-899.175,4838.55,-932.092,5927.96,-1009.12,7099.31
429,67.8696,1912.68,-587.649,2599.36,-792.679,3764.14,-899.219,4838.51,-932.152,5927.98,-1009.17,7099.38
430,64.169,1911.77,-587.737,2599.34,-792.743,3764.12,-899.674,4838.41,-932.237,5928.01,-1009.13,7099.41
431,63.8943,1911.1,-587.8,2599.34,-792.817,3764.1,-899.97,4838.39,-932.349,5928.02,-1009.07,7099.43
